can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,full_name,position
True,True,100.0,100.0,106606,0,0,-1,1,0,3,0.2,0.7,0,Massimo,0.2,277,False,,2024-12-25T22:30:08.205367Z,4.4,106606.jpg,1.3,False,Luongo,0.2,False,,a,10,40,8,72380,28,86031,39,0.0,1.8,Luongo,13.0,2023-01-05,False,p106606,169,0,0,0,5,0,0,0,0,0,0,0,30,31.2,5.6,2.0,4.0,2,0.00,0.01,0.01,5.73,0,0,0,0,0,0,0,408,188,423,218,430,222,440,209,,,,,,,0.0,0.0,0.01,0.01,3.05,2.66,479,299,388,180,374,176,349,112,1.07,0.0,Massimo Luongo,Midfielder
True,True,100.0,100.0,74944,0,0,-1,1,0,3,1.6,2.1,2,Sam,1.6,278,False,,2024-12-21T21:30:08.223651Z,4.9,74944.jpg,2.3,False,Morsy,0.2,False,,a,10,40,51,43875,23,53672,36,0.3,10.4,Morsy,63.0,2021-08-31,False,p74944,1902,1,1,2,43,0,0,0,7,0,0,5,294,292.2,224.0,26.0,54.0,21,0.31,1.00,1.31,41.95,0,0,0,0,0,0,0,152,59,119,85,325,173,185,101,,,,,,,0.01,0.0,0.05,0.06,1.99,2.03,238,151,191,84,221,96,401,138,0.99,0.09,Sam Morsy,Midfielder
True,False,0.0,0.0,246265,0,0,0,0,0,2,0.0,0.0,0,Corrie,0.0,279,False,Permanent transfer to Kilmarnock,2024-08-01T06:52:12.954431Z,4.0,246265.jpg,0.0,False,Ndaba,0.0,False,,u,10,40,0,0,0,629,1,0.0,0.0,Ndaba,,,False,p246265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,557,192,538,188,501,177,557,192,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,177,467,152,567,192,728,247,0.0,0.0,Corrie Ndaba,Defender
True,True,,,434044,0,0,-1,1,0,1,0.0,0.5,0,Cieran,0.0,280,False,,,3.9,434044.jpg,0.0,False,Slicker,0.7,False,,a,10,40,0,42091,63,61892,50,0.0,0.0,Slicker,243.0,2023-07-08,False,p434044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,537,51,514,27,473,13,537,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,722,74,435,39,548,51,236,34,0.0,0.0,Cieran Slicker,Goalkeeper
True,True,100.0,100.0,231899,0,0,-2,2,0,3,0.8,1.3,1,Jack,0.8,281,False,,2024-11-22T17:30:09.045912Z,4.8,231899.jpg,1.2,False,Taylor,0.0,False,,a,10,40,22,2908,6,4595,5,0.2,4.6,Taylor,104.0,2023-06-26,False,p231899,404,1,0,0,6,0,0,0,3,0,0,1,83,93.2,81.0,65.0,23.9,1,0.55,0.71,1.26,8.28,0,0,0,0,0,0,0,338,156,254,157,253,141,314,158,,,,,,,0.12,0.0,0.16,0.28,1.84,1.34,308,201,284,139,395,191,597,235,0.22,0.0,Jack Taylor,Midfielder
True,True,100.0,100.0,180804,0,0,-1,1,0,2,0.4,0.9,1,Axel,0.4,282,False,,2024-11-30T22:00:07.627808Z,3.9,180804.jpg,1.4,False,Tuanzebe,1.5,False,,a,10,40,17,418988,610,387420,186,0.1,4.4,Tuanzebe,50.0,2023-09-08,False,p180804,976,0,0,1,20,0,0,0,3,0,0,0,57,150.4,49.2,19.0,21.9,11,0.18,0.08,0.26,19.12,0,0,0,0,0,0,0,269,100,308,94,347,117,326,108,,,,,,,0.02,0.0,0.01,0.03,1.76,1.84,713,235,326,92,355,115,163,66,1.01,0.09,Axel Tuanzebe,Defender
True,True,,,108813,0,0,-2,2,1,1,0.6,1.1,0,Christian,0.6,283,False,,,4.3,108813.jpg,2.3,False,Walton,0.2,False,,a,10,40,14,21379,23,23380,113,0.1,3.3,Walton,241.0,2022-01-19,False,p108813,540,0,0,1,16,0,0,0,0,0,17,2,38,139.4,10.0,0.0,14.9,6,0.00,0.00,0.00,12.87,0,0,0,0,0,0,0,281,30,410,10,576,50,361,28,,,,,,,0.0,2.83,0.0,0.0,2.14,2.67,550,29,304,23,214,30,341,53,1.0,0.17,Christian Walton,Goalkeeper
True,True,,,220583,0,0,0,0,0,2,0.2,0.7,0,Luke,0.2,284,False,,,4.0,220583.jpg,1.4,False,Woolfenden,1.3,False,,a,10,40,13,126661,13,136527,159,0.0,3.2,Woolfenden,241.0,2017-08-07,False,p220583,737,0,0,1,15,0,0,0,2,0,0,0,63,147.4,4.4,6.0,15.9,8,0.03,0.02,0.05,16.59,0,0,0,0,0,0,0,273,102,428,150,391,137,354,117,,,,,,,0.0,0.0,0.0,0.0,2.03,1.83,630,173,374,113,358,118,183,72,0.98,0.12,Luke Woolfenden,Defender
True,True,100.0,100.0,155405,0,0,-2,2,0,3,1.0,1.5,0,Kalvin,1.0,359,False,,2025-01-14T22:00:08.891426Z,4.8,155405.jpg,1.5,False,Phillips,0.1,False,,a,10,40,20,6268,11,12854,19,0.2,4.2,Phillips,241.0,2024-08-16,False,p155405,857,0,0,1,22,0,0,0,1,1,0,0,124,125.4,65.9,27.0,21.7,10,0.33,0.26,0.59,18.48,0,0,0,0,0,0,0,296,132,276,168,321,171,327,162,2.0,,2.0,,,,0.03,0.0,0.03,0.06,1.94,2.31,292,190,259,125,344,159,524,196,1.05,0.11,Kalvin Phillips,Midfielder
True,True,100.0,100.0,232917,0,0,-1,1,0,1,0.2,0.7,1,Arijanet,0.2,568,False,,2024-08-17T20:30:06.519689Z,4.4,232917.jpg,2.7,False,Muric,0.8,False,,a,10,40,49,192526,56,162702,235,0.0,11.1,Muric,286.0,2024-07-17,False,p232917,1620,0,0,1,33,0,0,0,1,0,70,5,186,510.6,0.0,0.0,51.0,18,0.00,0.01,0.01,36.22,0,0,0,0,0,0,0,31,9,617,67,594,58,197,9,,,,,,,0.0,3.89,0.0,0.0,2.01,1.83,508,22,390,26,151,25,225,31,1.0,0.06,Arijanet Muric,Goalkeeper
True,True,100.0,100.0,481624,0,0,-2,2,0,3,0.8,1.3,1,Jaden,0.8,569,False,,2025-01-03T19:30:09.849805Z,5.3,481624.jpg,0.9,False,Philogene,0.0,False,,a,10,40,13,4666,10,9894,22,0.2,2.5,Jaden,241.0,2025-01-15,False,p481624,456,0,0,1,11,0,0,0,2,1,0,0,28,26.0,25.6,49.0,9.3,3,0.46,0.21,0.67,7.73,0,0,0,0,0,0,0,416,193,353,195,275,150,388,188,,,,,,,0.09,0.0,0.04,0.13,1.53,2.17,153,89,292,144,493,234,547,210,0.59,0.2,Jaden Philogene,Midfielder
True,True,,,108053,0,0,-1,1,0,2,0.2,0.7,0,Conor,0.2,583,False,,,3.9,108053.jpg,1.0,False,Townsend,0.6,False,,a,10,40,2,60955,116,45928,122,0.1,0.5,Townsend,241.0,2024-08-01,False,p108053,46,0,0,0,2,0,0,0,0,0,0,0,11,15.4,25.1,2.0,4.3,0,0.00,0.07,0.07,0.96,0,0,0,0,0,0,0,443,159,355,118,423,150,436,151,,,,,,,0.0,0.0,0.14,0.14,1.88,3.91,707,232,368,108,407,132,248,94,0.0,0.0,Conor Townsend,Defender
True,True,0.0,0.0,172453,0,0,-3,3,0,3,0.0,0.0,0,Sam,1.4,611,False,Ankle injury - Expected back 15 Feb,2025-01-11T01:00:08.753842Z,5.7,172453.jpg,2.9,False,Szmodics,0.2,False,,i,10,40,52,108211,1,114735,87,0.2,9.1,Szmodics,104.0,2024-08-16,False,p172453,975,4,0,2,17,0,0,0,2,0,0,2,158,209.4,81.5,263.0,54.9,13,3.44,0.44,3.88,23.18,0,0,0,0,0,0,0,218,92,253,156,75,48,184,100,3.0,,,,,,0.32,0.0,0.04,0.36,2.14,1.57,89,57,221,102,136,58,373,123,1.2,0.18,Sam Szmodics,Midfielder
True,True,100.0,100.0,454667,0,0,0,0,0,3,1.6,2.1,2,Jens,1.6,619,False,,2024-10-04T00:00:05.976169Z,4.5,454667.jpg,1.8,False,Cajuste,0.2,False,,a,10,40,30,38620,85,22574,83,0.4,6.7,Cajuste,206.0,2024-08-19,False,p454667,1043,0,0,1,24,0,0,0,2,0,0,0,148,97.2,98.9,18.0,21.1,14,0.17,0.29,0.46,24.76,0,0,0,0,0,0,0,332,153,231,143,353,191,331,163,,,,,,,0.01,0.0,0.03,0.04,2.14,2.07,389,242,186,81,298,134,381,131,1.21,0.09,Jens Cajuste,Midfielder
True,True,100.0,100.0,216616,0,0,0,0,0,2,0.2,0.7,1,Dara,0.2,630,False,,2024-10-18T17:30:07.558521Z,4.0,216616.jpg,1.4,False,O'Shea,1.5,False,,a,10,40,29,325584,144,175003,325,0.0,7.2,O'Shea,104.0,2024-08-25,False,p216616,1862,0,0,2,42,0,0,0,5,0,0,1,135,448.2,14.9,135.0,59.8,21,0.83,0.17,1.00,41.58,0,0,0,0,0,0,0,56,17,388,133,162,29,156,42,,,,,,,0.04,0.0,0.01,0.05,2.01,2.03,628,171,373,112,357,117,167,68,1.02,0.1,Dara O'Shea,Defender
True,True,,,443261,0,0,-1,1,0,3,1.0,1.5,1,Jack,1.0,631,False,,,5.4,443261.jpg,1.5,False,Clarke,0.0,False,,a,10,40,29,8119,3,7709,12,0.2,5.4,J.Clarke,241.0,2024-08-24,False,p443261,594,0,2,0,19,0,0,0,1,0,0,0,112,108.0,130.1,77.0,31.3,5,0.83,0.71,1.54,16.30,0,0,0,0,0,0,0,315,145,192,124,238,133,277,139,,,,,,,0.13,0.0,0.11,0.24,2.47,2.88,137,81,268,132,349,163,565,219,0.76,0.0,Jack Clarke,Midfielder
True,True,0.0,0.0,229164,0,0,-2,2,0,3,0.0,0.0,0,Chiedozie,0.0,632,False,Achilles injury - Expected back 01 Jun,2024-10-26T20:00:08.138345Z,4.8,229164.jpg,1.4,False,Ogbene,0.0,False,,i,10,40,7,2582,1,2654,2,0.0,1.5,Ogbene,104.0,2024-08-28,False,p229164,237,0,0,0,3,0,0,0,0,0,0,0,29,22.8,30.2,12.0,6.4,3,0.00,0.05,0.05,2.36,0,0,0,0,0,0,0,423,199,337,190,371,199,413,200,,,,,,,0.0,0.0,0.02,0.02,0.9,1.14,306,199,685,287,365,170,704,296,1.14,0.0,Chiedozie Ogbene,Midfielder
True,True,,,198826,0,0,0,0,0,2,0.0,0.5,0,Ben,0.0,715,False,,,4.0,198826.jpg,0.0,False,Godfrey,0.0,False,,a,10,40,0,3162,39,871,31,0.0,0.0,Godfrey,241.0,2025-01-05,False,p198826,63,0,0,0,5,0,0,0,0,0,0,0,-11,4.2,1.7,2.0,0.8,1,0.00,0.02,0.02,2.39,0,0,0,0,0,0,0,477,168,446,162,425,152,485,168,,,,,,,0.0,0.0,0.03,0.03,3.41,7.14,622,168,460,147,563,189,610,209,1.43,0.0,Ben Godfrey,Defender
True,True,,,100047417,0,0,0,0,0,5,1.0,1.5,1,Kieran,1.0,743,False,,,0.5,100047417.jpg,0.0,False,McKenna,0.2,False,,a,10,40,2,149,7,378,113,2.0,4.0,McKenna,242.0,2021-12-16,False,man47418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,2,0,0,0,2,509,4,485,4,444,4,509,4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,756,19,248,15,520,4,616,15,0.0,0.0,Kieran McKenna,
True,True,100.0,100.0,536916,0,0,-3,3,1,3,0.3,0.8,0,Facundo,0.8,117,False,,2024-12-05T00:30:07.817700Z,4.7,536916.jpg,2.9,False,Buonanotte,0.6,False,,a,11,13,58,465933,188,425513,355,0.2,12.3,Buonanotte,10.0,2024-08-10,False,p536916,1139,4,2,2,23,0,0,0,6,0,0,4,243,347.4,354.4,239.0,93.9,12,3.24,1.98,5.22,23.41,0,0,0,0,0,0,0,119,44,61,47,85,55,80,52,3.0,,,,,,0.26,0.0,0.16,0.42,1.85,1.82,343,223,281,136,133,57,242,74,0.95,0.16,Facundo Buonanotte,Midfielder
True,True,100.0,100.0,80146,0,0,-3,3,0,3,1.3,1.8,2,Jordan,1.8,192,False,,2024-12-27T00:30:09.361030Z,5.2,80146.jpg,2.5,False,Ayew,0.2,False,,a,11,13,54,31128,31,60817,33,0.3,10.4,J.Ayew,81.0,2024-08-23,False,p80146,1183,4,0,1,33,0,0,0,5,0,0,3,198,210.2,183.5,249.0,64.1,13,3.35,1.10,4.45,22.88,0,0,0,0,0,0,0,217,91,145,100,81,52,140,81,,,2.0,,2.0,,0.25,0.0,0.08,0.33,1.74,2.51,155,91,176,77,193,85,379,129,0.99,0.08,Jordan Ayew,Midfielder
True,True,100.0,100.0,199670,0,0,-4,4,0,4,-0.5,0.0,0,Odsonne,0.0,198,False,,2025-01-04T19:30:08.259088Z,5.1,199670.jpg,1.2,False,Edouard,0.2,False,,a,11,13,7,40035,51,97647,44,0.0,1.4,Edouard,73.0,2024-08-30,False,p199670,141,0,0,0,3,0,0,0,0,0,0,0,14,5.0,25.0,50.0,8.0,1,0.39,0.07,0.46,3.72,0,0,0,0,0,0,0,474,48,356,43,273,41,399,41,,,,,,,0.25,0.0,0.04,0.29,2.37,1.91,181,45,727,73,399,42,359,56,0.64,0.0,Odsonne Edouard,Forward
True,True,100.0,100.0,225902,0,0,-1,1,0,3,1.3,1.8,2,Boubakary,1.8,285,False,,2024-12-09T09:30:06.376244Z,4.4,225902.jpg,1.3,False,Soumaré,0.4,False,,a,11,13,22,98189,125,79079,158,0.4,5.0,B.Soumaré,73.0,2021-07-02,False,p225902,1191,0,0,0,31,0,0,0,8,0,0,0,164,145.4,122.5,22.0,29.1,13,0.21,0.62,0.83,24.52,0,0,0,0,0,0,0,276,120,202,127,336,181,288,145,,,,,,,0.02,0.0,0.05,0.07,1.85,2.34,501,303,168,71,375,177,282,88,0.98,0.0,Boubakary Soumaré,Midfielder
True,False,0.0,0.0,461416,0,0,0,0,0,4,0.0,0.0,0,Tom,0.0,286,False,Loaned to Stoke City,2024-08-31T06:20:48.397195Z,4.5,461416.jpg,0.0,False,Cannon,0.3,False,,u,11,13,0,49177,0,153470,34,0.0,0.0,Cannon,104.0,2023-09-01,False,p461416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,654,55,651,56,633,55,654,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,392,67,606,54,663,60,308,50,0.0,0.0,Tom Cannon,Forward
True,False,0.0,0.0,197469,0,0,-1,1,0,3,0.0,0.0,0,Hamza,0.0,287,False,Loaned to Sheffield United,2025-01-30T11:40:47.663636Z,4.4,197469.jpg,1.0,False,Choudhury,2.3,False,,u,11,13,4,474957,0,270876,3091,0.0,0.9,Choudhury,18.0,2017-09-18,False,p197469,129,0,0,0,5,0,0,0,0,0,0,0,29,33.8,30.4,6.0,7.0,1,0.00,0.19,0.19,5.28,0,0,0,0,0,0,0,404,184,336,189,395,208,409,198,,,,,,,0.0,0.0,0.13,0.13,3.68,3.49,489,302,558,200,437,197,128,42,0.7,0.0,Hamza Choudhury,Midfielder
True,True,100.0,100.0,94147,0,0,0,0,0,2,-0.1,0.4,0,Conor,0.4,288,False,,2024-08-12T14:30:04.626270Z,4.0,94147.jpg,0.8,False,Coady,0.4,False,,a,11,13,8,53999,48,47018,107,0.1,2.0,Coady,241.0,2023-07-01,False,p94147,715,0,0,0,22,0,0,0,1,0,0,0,32,148.0,23.8,6.0,17.8,8,0.00,0.45,0.45,16.86,0,0,0,0,0,0,0,271,101,359,120,390,136,347,115,,,,,,,0.0,0.0,0.06,0.06,2.12,2.77,612,160,327,93,496,169,292,107,1.01,0.0,Conor Coady,Defender
True,True,100.0,100.0,245419,0,0,-2,2,0,4,0.5,1.0,1,Patson,1.0,289,False,,2024-08-12T14:30:04.636525Z,4.8,245419.jpg,1.6,False,Daka,0.8,False,,a,11,13,19,200219,435,155780,622,0.2,4.0,Daka,238.0,2021-07-01,False,p245419,296,1,0,0,7,0,0,0,0,0,0,2,67,59.4,13.0,58.0,12.7,1,0.50,0.03,0.53,6.91,0,0,0,0,0,0,0,369,37,394,45,261,39,370,40,,,,,3.0,,0.15,0.0,0.01,0.16,2.1,2.13,310,60,260,29,331,38,227,40,0.3,0.0,Patson Daka,Forward
True,True,100.0,100.0,96994,0,0,-3,3,0,3,1.5,2.0,2,Bobby,2.0,290,False,,2024-11-08T16:00:07.429188Z,5.2,96994.jpg,2.4,False,De Cordova-Reid,0.1,False,,a,11,13,38,7897,8,17625,29,0.4,7.3,De Cordova-Reid,107.0,2024-07-05,False,p96994,432,1,4,0,10,0,0,0,1,0,0,2,123,87.4,63.8,54.0,20.6,4,0.72,0.12,0.84,9.10,0,0,0,0,0,0,0,345,161,282,172,269,147,333,164,,,,,,,0.15,0.0,0.02,0.17,1.9,2.08,159,94,158,68,207,92,495,178,0.83,0.0,Bobby De Cordova-Reid,Midfielder
True,True,100.0,100.0,218218,0,0,-1,1,0,2,0.3,0.8,0,Wout,0.8,291,False,,2024-12-27T02:00:09.574693Z,3.9,218218.jpg,1.4,False,Faes,6.5,False,,a,11,13,30,1409662,696,1432096,932,0.2,7.7,Faes,21.0,2022-09-01,False,p218218,1642,1,0,1,38,0,0,0,3,0,0,0,123,392.4,50.3,84.0,52.7,17,1.18,0.35,1.53,36.51,0,0,0,0,0,0,0,85,32,306,92,220,57,188,56,,,,,,,0.06,0.0,0.02,0.08,2.0,2.08,716,237,274,73,356,116,56,20,0.93,0.05,Wout Faes,Defender
True,True,,,549640,0,0,-1,1,0,3,-0.5,0.0,0,Michael,0.0,292,False,,,4.4,549640.jpg,0.0,False,Golding,0.2,False,,a,11,13,0,46837,11,39507,36,0.0,0.0,Golding,241.0,2024-07-07,False,p549640,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,630,246,626,249,605,239,630,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,315,575,209,639,250,371,121,0.0,0.0,Michael Golding,Midfielder
True,True,75.0,75.0,467189,0,0,-1,1,0,1,-0.2,0.2,1,Mads,0.2,293,False,Lack of match fitness - 75% chance of playing,2024-12-14T22:30:08.086057Z,4.4,467189.jpg,2.3,False,Hermansen,0.4,False,,d,11,13,39,117171,44,135662,59,0.0,8.9,Hermansen,58.0,2023-07-18,False,p467189,1485,0,0,1,35,0,0,0,0,0,68,0,161,514.4,0.2,0.0,51.5,17,0.00,0.01,0.01,34.19,0,0,0,0,0,0,0,29,8,475,14,598,60,196,8,,,,,,,0.0,4.12,0.0,0.0,2.07,2.12,517,24,393,27,219,31,286,44,1.03,0.06,Mads Hermansen,Goalkeeper
True,True,,,207270,0,0,-1,1,0,1,-0.5,0.0,0,Daniel,0.0,294,False,,,3.9,207270.jpg,0.0,False,Iversen,0.9,False,,a,11,13,0,79077,48,63766,93,0.0,0.0,Iversen,58.0,2019-07-15,False,p207270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,533,47,510,23,469,9,533,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,715,70,431,35,544,47,217,29,0.0,0.0,Daniel Iversen,Goalkeeper
True,True,,,220627,0,0,-3,3,2,2,0.5,1.0,1,James,1.0,295,False,,,4.2,220627.jpg,1.9,False,Justin,1.6,False,,a,11,13,43,632162,158,521603,473,0.2,10.2,Justin,241.0,2019-06-28,False,p220627,1977,2,1,1,50,0,0,0,3,0,0,2,124,406.4,165.0,180.0,75.4,23,1.36,0.47,1.83,44.46,0,0,0,0,0,0,0,75,27,163,36,121,10,112,24,,,,,,,0.06,0.0,0.02,0.08,2.02,2.28,593,149,251,69,276,89,160,64,1.05,0.05,James Justin,Defender
True,True,100.0,100.0,481510,0,0,0,0,0,2,0.3,0.8,0,Victor,0.8,296,False,,2024-10-27T22:00:06.301413Z,4.5,481510.jpg,1.3,False,Kristiansen,0.1,False,,a,11,13,27,16603,16,21712,27,0.2,6.0,Kristiansen,58.0,2023-01-20,False,p481510,1847,0,1,1,44,1,0,0,1,0,0,0,150,396.0,298.8,20.0,71.4,21,0.10,1.49,1.59,41.19,0,0,0,0,0,0,0,83,31,79,15,346,116,122,29,1.0,,,,,,0.0,0.0,0.07,0.07,2.01,2.14,401,71,280,77,377,125,427,149,1.02,0.05,Victor Kristiansen,Defender
True,False,0.0,0.0,461584,0,0,0,0,0,3,0.0,0.0,0,Wanya,0.0,297,False,Loaned to De Graafschap,2024-08-31T06:21:32.289998Z,4.5,461584.jpg,0.0,False,Marçal-Madivádua,0.0,False,,u,11,13,0,754,0,4515,0,0.0,0.0,Marcal,,,False,p461584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,656,261,653,264,635,256,656,261,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,394,244,608,229,665,265,670,278,0.0,0.0,Wanya Marçal-Madivádua,Midfielder
True,True,,,154048,0,0,-4,4,0,3,1.9,2.4,1,Stephy,2.4,298,False,,,5.1,154048.jpg,2.5,False,Mavididi,0.3,False,,a,11,13,55,176086,28,203164,102,0.5,10.8,Mavididi,241.0,2023-07-31,False,p154048,1284,3,1,1,31,0,0,0,2,0,0,3,205,270.6,310.7,247.0,82.5,14,1.55,3.09,4.64,27.97,0,0,0,0,0,0,0,167,67,74,58,82,53,101,60,,,1.0,,4.0,,0.11,0.0,0.22,0.33,1.96,2.17,175,107,131,54,192,84,305,96,0.98,0.07,Stephy Mavididi,Midfielder
True,True,100.0,100.0,461587,0,0,-3,3,0,3,-0.3,0.2,0,Kasey,0.2,299,False,,2024-12-29T08:30:08.854035Z,4.7,461587.jpg,1.6,False,McAteer,0.0,False,,a,11,13,18,10984,2,12335,11,0.0,3.8,McAteer,104.0,2021-12-01,False,p461587,380,0,1,1,8,0,0,0,1,0,0,0,66,65.4,70.0,69.0,20.2,4,0.55,0.22,0.77,10.11,0,0,0,0,0,0,0,363,168,269,164,249,138,336,166,,,,,,,0.13,0.0,0.05,0.18,2.39,1.89,333,216,404,188,329,153,550,212,0.95,0.24,Kasey McAteer,Midfielder
True,True,0.0,0.0,203341,0,0,-1,1,1,3,0.0,0.0,0,Wilfred,0.0,300,False,Hamstring injury - Expected back 15 Feb,2024-12-09T09:30:06.387859Z,4.9,203341.jpg,2.5,False,Ndidi,0.2,False,,i,11,13,37,105747,0,113780,24,0.0,7.6,Ndidi,157.0,2017-01-03,False,p203341,1216,0,4,1,25,1,0,0,4,0,0,1,204,326.6,155.6,187.0,66.8,15,1.53,1.13,2.66,26.39,0,0,0,0,0,0,0,132,49,171,113,116,77,131,78,,,,,,,0.11,0.0,0.08,0.19,1.95,1.85,256,164,697,293,187,79,382,132,1.11,0.07,Wilfred Ndidi,Midfielder
True,True,100.0,100.0,473341,0,0,0,0,0,2,-0.1,0.4,1,Caleb,0.4,301,False,,2024-11-30T22:00:07.641824Z,4.0,473341.jpg,1.3,False,Okoli,0.6,False,,a,11,13,18,172343,22,133062,109,0.1,4.5,Okoli,106.0,2024-07-09,False,p473341,829,0,0,1,19,0,0,0,2,0,0,1,80,236.4,10.7,36.0,28.3,9,0.14,0.10,0.24,21.19,0,0,0,0,0,0,0,199,76,402,138,293,94,292,93,,,,,,,0.02,0.0,0.01,0.03,2.3,2.06,649,183,328,94,371,122,238,89,0.98,0.11,Caleb Okoli,Defender
True,True,0.0,0.0,111931,0,0,-4,4,0,2,0.0,0.0,0,Ricardo,0.0,302,False,Hamstring injury - Expected back 01 Mar,2024-11-10T23:00:07.847243Z,4.1,111931.jpg,1.0,False,Barbosa Pereira,0.1,False,,i,11,13,2,5231,2,21632,9,0.0,0.5,Ricardo,173.0,2018-06-09,False,p111931,146,0,0,0,4,0,0,0,1,0,0,0,10,13.8,5.7,2.0,2.2,2,0.00,0.03,0.03,2.08,0,0,0,0,0,0,0,448,161,422,146,427,154,458,159,,,,,,,0.0,0.0,0.02,0.02,1.28,2.47,603,155,526,196,428,150,492,173,1.23,0.0,Ricardo Barbosa Pereira,Defender
True,False,0.0,0.0,194190,0,0,0,0,0,2,0.0,0.0,0,Harry,0.0,303,False,Season long loan to Sheffield United,2024-08-07T08:21:01.638839Z,4.0,194190.jpg,0.0,False,Souttar,0.0,False,,u,11,13,0,0,0,1494,0,0.0,0.0,Souttar,,,False,p194190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,550,186,529,182,492,171,550,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,619,165,457,144,560,186,698,235,0.0,0.0,Harry Souttar,Defender
True,True,100.0,100.0,436680,0,0,0,0,0,1,0.7,1.2,0,Jakub,1.2,304,False,,2024-07-25T11:00:04.015354Z,4.0,436680.jpg,1.7,False,Stolarczyk,0.6,False,,a,11,13,10,79734,441,24318,245,0.3,2.5,Stolarczyk,172.0,2020-09-04,False,p436680,540,0,0,0,12,0,0,0,1,0,17,0,44,140.8,0.0,0.0,14.1,6,0.00,0.00,0.00,9.79,0,0,0,0,0,0,0,280,29,541,41,504,27,365,30,,,,,,,0.0,2.83,0.0,0.0,1.63,2.0,637,51,228,18,314,33,255,39,1.0,0.0,Jakub Stolarczyk,Goalkeeper
True,True,,,244619,0,0,-1,1,0,2,-0.3,0.2,0,Luke,0.2,305,False,,,3.9,244619.jpg,0.5,False,Thomas,1.8,False,,a,11,13,1,266896,72,153899,297,0.1,0.3,Thomas,241.0,2020-07-15,False,p244619,179,0,0,0,6,0,0,0,0,0,0,0,12,28.0,15.0,10.0,5.3,2,0.02,0.05,0.07,3.96,0,0,0,0,0,0,0,413,146,386,131,378,130,427,146,,,,,,,0.01,0.0,0.03,0.04,1.99,3.02,720,239,370,110,509,176,150,58,1.01,0.0,Luke Thomas,Defender
